timestamps,departure_terminal,arrival_terminal,scheduled_departure,actual_departure,Actual_Arrival,TransitTime,seconds_late
2013-08-10 18:30:00,Bainbridge,Colman,30:00.0,42:08.0,11:49.0,29.0,728.0
2013-08-10 19:10:00,Bainbridge,Colman,10:00.0,26:40.0,55:27.0,29.0,1000.0
2013-08-10 20:10:00,Bainbridge,Colman,10:00.0,13:13.0,44:00.0,31.0,193.0
2013-08-10 20:55:00,Bainbridge,Colman,55:00.0,59:23.0,30:00.0,31.0,263.0
2013-08-10 21:45:00,Bainbridge,Colman,45:00.0,48:05.0,20:24.0,32.0,185.0
2013-08-10 22:30:00,Bainbridge,Colman,30:00.0,37:04.0,06:34.0,29.0,424.0
2013-08-11 00:00:00,Bainbridge,Colman,00:00.0,10:17.0,40:27.0,30.0,617.0
2013-08-11 01:25:00,Bainbridge,Colman,25:00.0,34:45.0,04:36.0,30.0,585.0
2013-08-11 05:20:00,Bainbridge,Colman,20:00.0,21:54.0,53:17.0,32.0,114.0
2013-08-11 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,34:38.0,29.0,0.0
2013-08-11 08:45:00,Bainbridge,Colman,45:00.0,45:12.0,15:29.0,30.0,12.0
2013-08-11 09:35:00,Bainbridge,Colman,35:00.0,35:00.0,05:49.0,30.0,0.0
2013-08-11 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,56:42.0,31.0,0.0
2013-08-11 11:30:00,Bainbridge,Colman,30:00.0,30:23.0,59:48.0,29.0,23.0
2013-08-11 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:42.0,30.0,0.0
2013-08-11 13:10:00,Bainbridge,Colman,10:00.0,16:08.0,47:04.0,31.0,368.0
2013-08-11 14:05:00,Bainbridge,Colman,05:00.0,05:15.0,36:04.0,31.0,15.0
2013-08-11 14:55:00,Bainbridge,Colman,55:00.0,59:15.0,32:45.0,33.0,255.0
2013-08-11 15:50:00,Bainbridge,Colman,50:00.0,52:40.0,22:43.0,30.0,160.0
2013-08-11 16:35:00,Bainbridge,Colman,35:00.0,44:16.0,17:19.0,33.0,556.0
2013-08-11 17:30:00,Bainbridge,Colman,30:00.0,32:44.0,04:51.0,32.0,164.0
2013-08-11 18:30:00,Bainbridge,Colman,30:00.0,29:44.0,01:08.0,32.0,-16.0
2013-08-11 19:10:00,Bainbridge,Colman,10:00.0,14:23.0,45:45.0,31.0,263.0
2013-08-11 20:10:00,Bainbridge,Colman,10:00.0,10:15.0,42:00.0,32.0,15.0
2013-08-11 20:55:00,Bainbridge,Colman,55:00.0,59:58.0,32:13.0,33.0,298.0
2013-08-11 21:45:00,Bainbridge,Colman,45:00.0,50:34.0,21:39.0,31.0,334.0
2013-08-11 22:30:00,Bainbridge,Colman,30:00.0,31:38.0,01:25.0,30.0,98.0
2013-08-12 00:00:00,Bainbridge,Colman,00:00.0,01:29.0,30:53.0,29.0,89.0
2013-08-12 01:25:00,Bainbridge,Colman,25:00.0,25:35.0,55:27.0,30.0,35.0
2013-08-12 04:45:00,Bainbridge,Colman,45:00.0,45:20.0,16:08.0,31.0,20.0
2013-08-12 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:00.0,31.0,0.0
2013-08-12 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:05.0,31.0,0.0
2013-08-12 07:05:00,Bainbridge,Colman,05:00.0,06:23.0,37:37.0,31.0,83.0
2013-08-12 07:55:00,Bainbridge,Colman,55:00.0,58:35.0,28:39.0,30.0,215.0
2013-08-12 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:40.0,30.0,0.0
2013-08-12 09:40:00,Bainbridge,Colman,40:00.0,40:04.0,12:07.0,32.0,4.0
2013-08-12 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,56:30.0,31.0,0.0
2013-08-12 11:30:00,Bainbridge,Colman,30:00.0,30:42.0,01:27.0,31.0,42.0
2013-08-12 12:20:00,Bainbridge,Colman,20:00.0,20:56.0,52:18.0,32.0,56.0
2013-08-12 13:10:00,Bainbridge,Colman,10:00.0,11:10.0,41:52.0,30.0,70.0
2013-08-12 14:05:00,Bainbridge,Colman,05:00.0,05:11.0,33:35.0,28.0,11.0
2013-08-12 14:55:00,Bainbridge,Colman,55:00.0,57:04.0,27:33.0,30.0,124.0
2013-08-12 15:50:00,Bainbridge,Colman,50:00.0,51:47.0,21:27.0,30.0,107.0
2013-08-12 16:35:00,Bainbridge,Colman,35:00.0,40:56.0,12:27.0,32.0,356.0
2013-08-12 17:30:00,Bainbridge,Colman,30:00.0,34:43.0,05:07.0,31.0,283.0
2013-08-12 18:30:00,Bainbridge,Colman,30:00.0,32:32.0,02:52.0,30.0,152.0
2013-08-12 19:10:00,Bainbridge,Colman,10:00.0,11:43.0,40:11.0,29.0,103.0
2013-08-12 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:11.0,31.0,0.0
2013-08-12 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:25.0,29.0,0.0
2013-08-12 21:45:00,Bainbridge,Colman,45:00.0,45:17.0,17:07.0,32.0,17.0
2013-08-12 22:35:00,Bainbridge,Colman,35:00.0,38:54.0,09:28.0,31.0,234.0
2013-08-13 00:55:00,Bainbridge,Colman,55:00.0,00:54.0,31:11.0,31.0,354.0
2013-08-13 04:45:00,Bainbridge,Colman,45:00.0,45:03.0,15:49.0,30.0,3.0
2013-08-13 05:20:00,Bainbridge,Colman,20:00.0,20:37.0,51:15.0,31.0,37.0
2013-08-13 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:12.0,31.0,0.0
2013-08-13 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:42.0,30.0,0.0
2013-08-13 07:55:00,Bainbridge,Colman,55:00.0,59:41.0,31:03.0,32.0,281.0
2013-08-13 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:00.0,30.0,0.0
2013-08-13 09:40:00,Bainbridge,Colman,40:00.0,41:13.0,11:58.0,30.0,73.0
2013-08-13 10:25:00,Bainbridge,Colman,25:00.0,27:20.0,00:13.0,33.0,140.0
2013-08-13 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:46.0,32.0,0.0
2013-08-13 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:13.0,31.0,0.0
2013-08-13 13:10:00,Bainbridge,Colman,10:00.0,10:25.0,42:19.0,32.0,25.0
2013-08-13 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,33:19.0,28.0,0.0
2013-08-13 14:55:00,Bainbridge,Colman,55:00.0,55:09.0,27:49.0,32.0,9.0
2013-08-13 15:50:00,Bainbridge,Colman,50:00.0,52:22.0,21:50.0,29.0,142.0
2013-08-13 16:35:00,Bainbridge,Colman,35:00.0,38:22.0,08:57.0,30.0,202.0
2013-08-13 17:30:00,Bainbridge,Colman,30:00.0,36:52.0,07:09.0,31.0,412.0
2013-08-13 18:30:00,Bainbridge,Colman,30:00.0,31:14.0,02:27.0,31.0,74.0
2013-08-13 19:10:00,Bainbridge,Colman,10:00.0,16:29.0,45:01.0,29.0,389.0
2013-08-13 20:10:00,Bainbridge,Colman,10:00.0,10:56.0,42:00.0,32.0,56.0
2013-08-13 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:01.0,29.0,0.0
2013-08-13 21:45:00,Bainbridge,Colman,45:00.0,48:00.0,19:19.0,31.0,180.0
2013-08-13 22:35:00,Bainbridge,Colman,35:00.0,35:00.0,06:37.0,31.0,0.0
2013-08-14 00:55:00,Bainbridge,Colman,55:00.0,59:57.0,31:24.0,32.0,297.0
2013-08-14 04:45:00,Bainbridge,Colman,45:00.0,44:37.0,14:55.0,30.0,-23.0
2013-08-14 05:20:00,Bainbridge,Colman,20:00.0,20:11.0,51:45.0,31.0,11.0
2013-08-14 06:20:00,Bainbridge,Colman,20:00.0,20:09.0,50:09.0,30.0,9.0
2013-08-14 07:05:00,Bainbridge,Colman,05:00.0,05:24.0,35:51.0,30.0,24.0
2013-08-14 07:55:00,Bainbridge,Colman,55:00.0,55:22.0,25:39.0,30.0,22.0
2013-08-14 08:45:00,Bainbridge,Colman,45:00.0,45:46.0,16:21.0,31.0,46.0
2013-08-14 09:40:00,Bainbridge,Colman,40:00.0,40:14.0,07:47.0,27.0,14.0
2013-08-14 10:25:00,Bainbridge,Colman,25:00.0,31:19.0,01:17.0,30.0,379.0
2013-08-14 11:30:00,Bainbridge,Colman,30:00.0,36:33.0,06:21.0,30.0,393.0
2013-08-14 12:20:00,Bainbridge,Colman,20:00.0,20:35.0,51:09.0,31.0,35.0
2013-08-14 13:10:00,Bainbridge,Colman,10:00.0,16:15.0,45:20.0,29.0,375.0
2013-08-14 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,34:34.0,29.0,0.0
2013-08-14 14:55:00,Bainbridge,Colman,55:00.0,56:29.0,26:18.0,30.0,89.0
2013-08-14 15:50:00,Bainbridge,Colman,50:00.0,50:12.0,20:22.0,30.0,12.0
2013-08-14 16:35:00,Bainbridge,Colman,35:00.0,40:16.0,09:12.0,29.0,316.0
2013-08-14 17:30:00,Bainbridge,Colman,30:00.0,36:30.0,06:39.0,30.0,390.0
2013-08-14 18:30:00,Bainbridge,Colman,30:00.0,31:06.0,02:46.0,31.0,66.0
2013-08-14 19:10:00,Bainbridge,Colman,10:00.0,16:09.0,45:38.0,29.0,369.0
2013-08-14 20:10:00,Bainbridge,Colman,10:00.0,11:00.0,42:00.0,31.0,60.0
2013-08-14 20:55:00,Bainbridge,Colman,55:00.0,54:36.0,25:55.0,31.0,-24.0
2013-08-14 21:45:00,Bainbridge,Colman,45:00.0,45:25.0,18:35.0,33.0,25.0
2013-08-14 22:35:00,Bainbridge,Colman,35:00.0,37:10.0,07:40.0,30.0,130.0
2013-08-15 00:55:00,Bainbridge,Colman,55:00.0,56:59.0,27:48.0,31.0,119.0
2013-08-15 04:45:00,Bainbridge,Colman,45:00.0,47:07.0,17:37.0,30.0,127.0
2013-08-15 05:20:00,Bainbridge,Colman,20:00.0,22:16.0,51:12.0,29.0,136.0
2013-08-15 06:20:00,Bainbridge,Colman,20:00.0,20:18.0,50:25.0,30.0,18.0
2013-08-15 07:05:00,Bainbridge,Colman,05:00.0,05:01.0,37:47.0,32.0,1.0
2013-08-15 07:55:00,Bainbridge,Colman,55:00.0,58:37.0,27:25.0,29.0,217.0
2013-08-15 08:45:00,Bainbridge,Colman,45:00.0,45:39.0,16:52.0,31.0,39.0
2013-08-15 09:40:00,Bainbridge,Colman,40:00.0,41:20.0,12:46.0,31.0,80.0
2013-08-15 10:25:00,Bainbridge,Colman,25:00.0,26:43.0,57:28.0,31.0,103.0
2013-08-15 11:30:00,Bainbridge,Colman,30:00.0,33:53.0,03:27.0,30.0,233.0
2013-08-15 12:20:00,Bainbridge,Colman,20:00.0,20:08.0,50:42.0,30.0,8.0
2013-08-15 13:10:00,Bainbridge,Colman,10:00.0,20:33.0,49:29.0,29.0,633.0
2013-08-15 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:49.0,31.0,0.0
2013-08-15 14:55:00,Bainbridge,Colman,55:00.0,03:37.0,32:31.0,29.0,517.0
2013-08-15 15:50:00,Bainbridge,Colman,50:00.0,54:17.0,25:31.0,31.0,257.0
2013-08-15 16:35:00,Bainbridge,Colman,35:00.0,49:08.0,18:05.0,29.0,848.0
2013-08-15 17:30:00,Bainbridge,Colman,30:00.0,40:31.0,07:29.0,27.0,631.0
2013-08-15 18:30:00,Bainbridge,Colman,30:00.0,35:08.0,05:02.0,30.0,308.0
2013-08-15 19:10:00,Bainbridge,Colman,10:00.0,17:23.0,52:00.0,35.0,443.0
2013-08-15 20:10:00,Bainbridge,Colman,10:00.0,18:30.0,48:57.0,30.0,510.0
2013-08-15 20:55:00,Bainbridge,Colman,55:00.0,56:05.0,28:03.0,32.0,65.0
2013-08-15 21:45:00,Bainbridge,Colman,45:00.0,48:10.0,19:34.0,31.0,190.0
2013-08-15 22:35:00,Bainbridge,Colman,35:00.0,39:26.0,09:25.0,30.0,266.0
2013-08-16 00:55:00,Bainbridge,Colman,55:00.0,05:41.0,34:27.0,29.0,641.0
2013-08-16 04:45:00,Bainbridge,Colman,45:00.0,46:52.0,24:08.0,38.0,112.0
2013-08-16 05:20:00,Bainbridge,Colman,20:00.0,19:43.0,54:43.0,35.0,-17.0
2013-08-16 06:20:00,Bainbridge,Colman,20:00.0,23:13.0,57:21.0,34.0,193.0
2013-08-16 07:05:00,Bainbridge,Colman,05:00.0,05:06.0,44:23.0,39.0,6.0
2013-08-16 07:55:00,Bainbridge,Colman,55:00.0,04:05.0,33:40.0,29.0,545.0
2013-08-16 08:45:00,Bainbridge,Colman,45:00.0,58:29.0,31:40.0,33.0,809.0
2013-08-16 09:40:00,Bainbridge,Colman,40:00.0,40:36.0,09:29.0,29.0,36.0
2013-08-16 10:25:00,Bainbridge,Colman,25:00.0,40:23.0,11:30.0,31.0,923.0
2013-08-16 11:30:00,Bainbridge,Colman,30:00.0,32:58.0,01:52.0,29.0,178.0
2013-08-16 12:20:00,Bainbridge,Colman,20:00.0,27:38.0,55:55.0,28.0,458.0
2013-08-16 13:10:00,Bainbridge,Colman,10:00.0,12:46.0,41:58.0,29.0,166.0
2013-08-16 14:05:00,Bainbridge,Colman,05:00.0,06:34.0,39:57.0,33.0,94.0
2013-08-16 14:55:00,Bainbridge,Colman,55:00.0,57:44.0,27:09.0,30.0,164.0
2013-08-16 15:50:00,Bainbridge,Colman,50:00.0,56:05.0,29:37.0,33.0,365.0
2013-08-16 16:35:00,Bainbridge,Colman,35:00.0,45:49.0,14:52.0,29.0,649.0
2013-08-16 17:30:00,Bainbridge,Colman,30:00.0,44:58.0,16:30.0,32.0,898.0
2013-08-16 18:30:00,Bainbridge,Colman,30:00.0,34:10.0,04:37.0,30.0,250.0
2013-08-16 19:10:00,Bainbridge,Colman,10:00.0,28:00.0,59:00.0,31.0,1080.0
2013-08-16 20:10:00,Bainbridge,Colman,10:00.0,15:43.0,44:59.0,29.0,343.0
2013-08-16 20:55:00,Bainbridge,Colman,55:00.0,03:52.0,34:49.0,31.0,532.0
2013-08-16 21:45:00,Bainbridge,Colman,45:00.0,51:54.0,22:39.0,31.0,414.0
2013-08-16 22:35:00,Bainbridge,Colman,35:00.0,37:29.0,07:09.0,30.0,149.0
2013-08-17 00:55:00,Bainbridge,Colman,55:00.0,58:13.0,29:19.0,31.0,193.0
2013-08-17 05:20:00,Bainbridge,Colman,20:00.0,20:45.0,50:19.0,30.0,45.0
2013-08-17 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:09.0,31.0,0.0
2013-08-17 07:55:00,Bainbridge,Colman,55:00.0,57:35.0,27:21.0,30.0,155.0
2013-08-17 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,16:34.0,31.0,0.0
2013-08-17 09:35:00,Bainbridge,Colman,35:00.0,37:16.0,07:09.0,30.0,136.0
2013-08-17 10:25:00,Bainbridge,Colman,25:00.0,27:38.0,59:31.0,32.0,158.0
2013-08-17 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,00:25.0,30.0,0.0
2013-08-17 12:20:00,Bainbridge,Colman,20:00.0,22:41.0,54:30.0,32.0,161.0
2013-08-17 13:10:00,Bainbridge,Colman,10:00.0,17:34.0,47:50.0,30.0,454.0
2013-08-17 14:05:00,Bainbridge,Colman,05:00.0,10:24.0,43:39.0,33.0,324.0
2013-08-17 14:55:00,Bainbridge,Colman,55:00.0,04:45.0,33:41.0,29.0,585.0
2013-08-17 15:50:00,Bainbridge,Colman,50:00.0,59:22.0,31:48.0,32.0,562.0
2013-08-17 16:35:00,Bainbridge,Colman,35:00.0,45:55.0,15:29.0,30.0,655.0
2013-08-17 17:30:00,Bainbridge,Colman,30:00.0,48:41.0,18:16.0,30.0,1121.0
2013-08-17 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:17.0,29.0,0.0
2013-08-17 19:10:00,Bainbridge,Colman,10:00.0,29:20.0,59:21.0,30.0,1160.0
2013-08-17 20:10:00,Bainbridge,Colman,10:00.0,10:36.0,39:35.0,29.0,36.0
2013-08-17 20:55:00,Bainbridge,Colman,55:00.0,11:35.0,42:35.0,31.0,995.0
2013-08-17 21:45:00,Bainbridge,Colman,45:00.0,45:21.0,14:47.0,29.0,21.0
2013-08-17 22:30:00,Bainbridge,Colman,30:00.0,50:37.0,22:55.0,32.0,1237.0
2013-08-18 00:00:00,Bainbridge,Colman,00:00.0,25:09.0,56:34.0,31.0,1509.0
2013-08-18 01:25:00,Bainbridge,Colman,25:00.0,48:51.0,22:30.0,34.0,1431.0
2013-08-18 05:20:00,Bainbridge,Colman,20:00.0,20:12.0,50:36.0,30.0,12.0
2013-08-18 07:05:00,Bainbridge,Colman,05:00.0,04:38.0,35:29.0,31.0,-22.0
2013-08-18 08:45:00,Bainbridge,Colman,45:00.0,44:39.0,16:31.0,32.0,-21.0
2013-08-18 09:35:00,Bainbridge,Colman,35:00.0,35:00.0,05:37.0,30.0,0.0
2013-08-18 10:25:00,Bainbridge,Colman,25:00.0,27:13.0,59:35.0,32.0,133.0
2013-08-18 11:30:00,Bainbridge,Colman,30:00.0,30:16.0,00:25.0,30.0,16.0
2013-08-18 12:20:00,Bainbridge,Colman,20:00.0,22:33.0,53:23.0,31.0,153.0
2013-08-18 13:10:00,Bainbridge,Colman,10:00.0,17:21.0,47:32.0,30.0,441.0
2013-08-18 14:05:00,Bainbridge,Colman,05:00.0,11:33.0,42:03.0,31.0,393.0
2013-08-18 14:55:00,Bainbridge,Colman,55:00.0,06:24.0,35:30.0,29.0,684.0
2013-08-18 15:50:00,Bainbridge,Colman,50:00.0,08:00.0,38:47.0,30.0,1080.0
2013-08-18 16:35:00,Bainbridge,Colman,35:00.0,51:11.0,21:10.0,30.0,971.0
2013-08-18 17:30:00,Bainbridge,Colman,30:00.0,01:14.0,31:40.0,30.0,1874.0
2013-08-18 18:30:00,Bainbridge,Colman,30:00.0,35:31.0,05:59.0,30.0,331.0
2013-08-18 19:10:00,Bainbridge,Colman,10:00.0,49:46.0,21:47.0,32.0,2386.0
2013-08-18 20:10:00,Bainbridge,Colman,10:00.0,27:19.0,58:42.0,31.0,1039.0
2013-08-18 20:55:00,Bainbridge,Colman,55:00.0,31:16.0,03:33.0,32.0,2176.0
2013-08-18 21:45:00,Bainbridge,Colman,45:00.0,00:42.0,29:59.0,29.0,942.0
2013-08-18 22:30:00,Bainbridge,Colman,30:00.0,20:53.0,50:34.0,30.0,3053.0
2013-08-19 00:00:00,Bainbridge,Colman,00:00.0,42:16.0,13:55.0,31.0,2536.0
2013-08-19 01:25:00,Bainbridge,Colman,25:00.0,00:57.0,31:12.0,31.0,2157.0
2013-08-19 04:45:00,Bainbridge,Colman,45:00.0,47:16.0,18:26.0,31.0,136.0
2013-08-19 05:20:00,Bainbridge,Colman,20:00.0,20:24.0,50:43.0,30.0,24.0
2013-08-19 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,49:50.0,29.0,0.0
2013-08-19 07:05:00,Bainbridge,Colman,05:00.0,05:41.0,36:25.0,31.0,41.0
2013-08-19 07:55:00,Bainbridge,Colman,55:00.0,56:58.0,27:36.0,31.0,118.0
2013-08-19 08:45:00,Bainbridge,Colman,45:00.0,45:15.0,17:40.0,32.0,15.0
2013-08-19 09:40:00,Bainbridge,Colman,40:00.0,41:06.0,13:17.0,32.0,66.0
2013-08-19 10:25:00,Bainbridge,Colman,25:00.0,26:36.0,58:09.0,32.0,96.0
2013-08-19 11:30:00,Bainbridge,Colman,30:00.0,39:16.0,08:48.0,29.0,556.0
2013-08-19 12:20:00,Bainbridge,Colman,20:00.0,20:13.0,51:11.0,31.0,13.0
2013-08-19 13:10:00,Bainbridge,Colman,10:00.0,25:09.0,54:42.0,29.0,909.0
2013-08-19 14:05:00,Bainbridge,Colman,05:00.0,05:50.0,37:03.0,32.0,50.0
2013-08-19 14:55:00,Bainbridge,Colman,55:00.0,03:45.0,32:34.0,29.0,525.0
2013-08-19 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,20:10.0,30.0,0.0
2013-08-19 16:35:00,Bainbridge,Colman,35:00.0,45:27.0,14:36.0,29.0,627.0
2013-08-19 17:30:00,Bainbridge,Colman,30:00.0,35:37.0,06:03.0,31.0,337.0
2013-08-19 18:30:00,Bainbridge,Colman,30:00.0,30:54.0,01:10.0,31.0,54.0
2013-08-19 19:10:00,Bainbridge,Colman,10:00.0,10:04.0,42:37.0,32.0,4.0
2013-08-19 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:32.0,30.0,0.0
2013-08-19 20:55:00,Bainbridge,Colman,55:00.0,55:40.0,28:11.0,33.0,40.0
2013-08-19 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,17:12.0,32.0,0.0
2013-08-19 22:35:00,Bainbridge,Colman,35:00.0,37:52.0,10:13.0,33.0,172.0
2013-08-20 00:55:00,Bainbridge,Colman,55:00.0,03:54.0,36:01.0,33.0,534.0
2013-08-20 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:45.0,30.0,0.0
2013-08-20 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:16.0,31.0,0.0
2013-08-20 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,49:12.0,29.0,0.0
2013-08-20 07:05:00,Bainbridge,Colman,05:00.0,05:27.0,36:30.0,31.0,27.0
2013-08-20 07:55:00,Bainbridge,Colman,55:00.0,58:27.0,28:45.0,30.0,207.0
2013-08-20 08:45:00,Bainbridge,Colman,45:00.0,47:00.0,18:29.0,31.0,120.0
2013-08-20 09:40:00,Bainbridge,Colman,40:00.0,42:23.0,13:33.0,31.0,143.0
2013-08-20 10:25:00,Bainbridge,Colman,25:00.0,36:07.0,07:45.0,31.0,667.0
2013-08-20 11:30:00,Bainbridge,Colman,30:00.0,36:22.0,05:48.0,29.0,382.0
2013-08-20 12:20:00,Bainbridge,Colman,20:00.0,22:10.0,53:21.0,31.0,130.0
2013-08-20 13:10:00,Bainbridge,Colman,10:00.0,17:44.0,47:11.0,30.0,464.0
2013-08-20 14:05:00,Bainbridge,Colman,05:00.0,05:23.0,35:55.0,30.0,23.0
2013-08-20 14:55:00,Bainbridge,Colman,55:00.0,55:13.0,23:59.0,28.0,13.0
2013-08-20 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,21:33.0,31.0,0.0
2013-08-20 16:35:00,Bainbridge,Colman,35:00.0,38:51.0,07:48.0,29.0,231.0
2013-08-20 17:30:00,Bainbridge,Colman,30:00.0,34:34.0,05:41.0,31.0,274.0
2013-08-20 18:30:00,Bainbridge,Colman,30:00.0,30:43.0,00:57.0,30.0,43.0
2013-08-20 19:10:00,Bainbridge,Colman,10:00.0,20:30.0,54:35.0,34.0,630.0
2013-08-20 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:37.0,31.0,0.0
2013-08-20 20:55:00,Bainbridge,Colman,55:00.0,55:50.0,28:57.0,33.0,50.0
2013-08-20 21:45:00,Bainbridge,Colman,45:00.0,45:40.0,16:37.0,31.0,40.0
2013-08-20 22:35:00,Bainbridge,Colman,35:00.0,35:06.0,07:19.0,32.0,6.0
2013-08-21 00:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:36.0,30.0,0.0
2013-08-21 04:45:00,Bainbridge,Colman,45:00.0,45:44.0,19:18.0,34.0,44.0
2013-08-21 05:20:00,Bainbridge,Colman,20:00.0,20:29.0,48:27.0,28.0,29.0
2013-08-21 06:20:00,Bainbridge,Colman,20:00.0,20:03.0,50:27.0,30.0,3.0
2013-08-21 07:05:00,Bainbridge,Colman,05:00.0,06:15.0,35:39.0,29.0,75.0
2013-08-21 07:55:00,Bainbridge,Colman,55:00.0,55:55.0,26:57.0,31.0,55.0
2013-08-21 08:45:00,Bainbridge,Colman,45:00.0,46:27.0,15:33.0,29.0,87.0
2013-08-21 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,10:22.0,30.0,0.0
2013-08-21 10:25:00,Bainbridge,Colman,25:00.0,32:06.0,01:53.0,29.0,426.0
2013-08-21 11:30:00,Bainbridge,Colman,30:00.0,41:46.0,12:35.0,31.0,706.0
2013-08-21 12:20:00,Bainbridge,Colman,20:00.0,24:28.0,56:07.0,32.0,268.0
2013-08-21 13:10:00,Bainbridge,Colman,10:00.0,29:25.0,59:39.0,30.0,1165.0
2013-08-21 14:05:00,Bainbridge,Colman,05:00.0,07:22.0,37:57.0,30.0,142.0
2013-08-21 14:55:00,Bainbridge,Colman,55:00.0,15:35.0,46:17.0,31.0,1235.0
2013-08-21 15:50:00,Bainbridge,Colman,50:00.0,52:44.0,21:11.0,29.0,164.0
2013-08-21 16:35:00,Bainbridge,Colman,35:00.0,03:47.0,33:05.0,30.0,1727.0
2013-08-21 17:30:00,Bainbridge,Colman,30:00.0,41:35.0,10:54.0,29.0,695.0
2013-08-21 18:30:00,Bainbridge,Colman,30:00.0,48:00.0,18:03.0,30.0,1080.0
2013-08-21 19:10:00,Bainbridge,Colman,10:00.0,17:47.0,46:55.0,29.0,467.0
2013-08-21 20:10:00,Bainbridge,Colman,10:00.0,19:50.0,50:03.0,31.0,590.0
2013-08-21 20:55:00,Bainbridge,Colman,55:00.0,55:33.0,24:08.0,29.0,33.0
2013-08-21 21:45:00,Bainbridge,Colman,45:00.0,49:51.0,21:54.0,32.0,291.0
2013-08-21 22:35:00,Bainbridge,Colman,35:00.0,37:00.0,07:22.0,30.0,120.0
2013-08-22 00:55:00,Bainbridge,Colman,55:00.0,58:00.0,28:52.0,30.0,180.0
2013-08-22 04:45:00,Bainbridge,Colman,45:00.0,45:25.0,16:43.0,31.0,25.0
2013-08-22 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:47.0,30.0,0.0
2013-08-22 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:29.0,31.0,0.0
2013-08-22 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:13.0,30.0,0.0
2013-08-22 07:55:00,Bainbridge,Colman,55:00.0,57:59.0,29:03.0,32.0,179.0
2013-08-22 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:43.0,30.0,0.0
2013-08-22 09:40:00,Bainbridge,Colman,40:00.0,39:33.0,08:03.0,29.0,-27.0
2013-08-22 10:25:00,Bainbridge,Colman,25:00.0,31:08.0,02:26.0,31.0,368.0
2013-08-22 11:30:00,Bainbridge,Colman,30:00.0,33:57.0,03:40.0,30.0,237.0
2013-08-22 12:20:00,Bainbridge,Colman,20:00.0,22:10.0,54:30.0,32.0,130.0
2013-08-22 13:10:00,Bainbridge,Colman,10:00.0,16:21.0,46:43.0,30.0,381.0
2013-08-22 14:05:00,Bainbridge,Colman,05:00.0,05:43.0,41:55.0,36.0,43.0
2013-08-22 14:55:00,Bainbridge,Colman,55:00.0,57:28.0,27:17.0,30.0,148.0
2013-08-22 15:50:00,Bainbridge,Colman,50:00.0,54:09.0,26:09.0,32.0,249.0
2013-08-22 16:35:00,Bainbridge,Colman,35:00.0,41:12.0,10:59.0,29.0,372.0
2013-08-22 17:30:00,Bainbridge,Colman,30:00.0,38:27.0,10:39.0,32.0,507.0
2013-08-22 18:30:00,Bainbridge,Colman,30:00.0,32:52.0,03:39.0,31.0,172.0
2013-08-22 19:10:00,Bainbridge,Colman,10:00.0,19:07.0,51:32.0,32.0,547.0
2013-08-22 20:10:00,Bainbridge,Colman,10:00.0,19:13.0,50:05.0,31.0,553.0
2013-08-22 20:55:00,Bainbridge,Colman,55:00.0,56:34.0,32:31.0,36.0,94.0
2013-08-22 21:45:00,Bainbridge,Colman,45:00.0,46:04.0,18:52.0,32.0,64.0
2013-08-22 22:35:00,Bainbridge,Colman,35:00.0,38:13.0,08:19.0,30.0,193.0
